apprenant_id,profil_candidat,age,formation,mode_formation,duree_formation_jours,score_test_initial,taux_presence,score_tp,score_theorique,date_inscription,mois_inscription,annee_inscription
3893,Employé,44,EPLAN,1 fois par semaine,5,66.21,43.91,74.42,85.96,2025-11-22,11,2025
3894,Etudiant,22,TIA Portal,1 fois par semaine,5,20.32,83.04,66.27,99.44,2022-06-19,6,2022
3895,Employé,33,EPLAN,Weekend,5,64.24,87.97,70.47,66.17,2022-01-23,1,2022
3896,Pris en charge par entreprise,26,Maintenance industrielle,Continue,5,64.25,72.43,36.56,57.85,2025-11-02,11,2025
3897,Etudiant,30,TIA Portal,1 fois par semaine,5,49.81,87.42,92.71,34.68,2020-10-06,10,2020
3898,Pris en charge par entreprise,45,Maintenance industrielle,,5,22.76,73.73,68.61,92.86,2025-08-31,8,2025
3899,Employé,44,SolidWorks,1 fois par semaine,5,54.79,85.4,87.07,71.65,2021-10-14,10,2021
3900,Pris en charge par entreprise,36,Maintenance industrielle,1 fois par semaine,5,65.94,85.32,,69.57,2024-08-30,8,2024
3901,Etudiant,21,TIA Portal,1 fois par semaine,5,36.25,71.13,84.56,38.43,2024-07-10,7,2024
3902,Etudiant,18,TIA Portal,Weekend,5,60.02,85.43,49.85,66.85,2021-01-11,1,2021
3903,Pris en charge par entreprise,23,SCADA,Continue,5,41.24,75.24,39.59,87.12,2023-12-02,12,2023
3904,Etudiant,21,TIA Portal,Continue,5,54.43,73.46,73.3,76.33,2022-06-25,6,2022
3905,Pris en charge par entreprise,18,Maintenance industrielle,1 fois par semaine,5,43.07,71.57,71.66,76.85,2022-05-23,5,2022
3906,Etudiant,19,SolidWorks,Continue,5,38.23,73.83,62.93,76.66,2023-09-21,9,2023
3907,Employé,48,SolidWorks,1 fois par semaine,5,71.35,91.47,,52.5,2023-09-18,9,2023
3908,Etudiant,20,TIA Portal,Weekend,5,65.23,69.81,65.09,68.54,2024-01-17,1,2024
3909,Employé,26,SolidWorks,Weekend,5,40.73,87.28,85.65,93.26,2023-04-17,4,2023
3910,Etudiant,30,TIA Portal,Weekend,5,46.08,96.02,79.94,82.94,2022-06-13,6,2022
3911,Etudiant,25,TIA Portal,1 fois par semaine,5,61.5,74.02,70.14,84.29,2025-12-12,12,2025
3912,Etudiant,24,TIA Portal,Continue,5,68.66,61.18,70.06,86.39,2025-04-29,4,2025
3913,Etudiant,30,TIA Portal,Weekend,5,61.06,60.98,97.66,71.85,2020-02-06,2,2020
3914,Pris en charge par entreprise,32,SCADA,1 fois par semaine,5,52.46,65.58,84.41,51.06,2021-04-14,4,2021
3915,Pris en charge par entreprise,28,SCADA,Continue,5,77.26,64.4,66.9,54.98,2023-11-18,11,2023
3916,Etudiant,29,TIA Portal,Continue,5,66.45,89.92,77.34,39.12,2024-12-30,12,2024
3917,Employé,31,EPLAN,Continue,5,26.94,71.79,66.8,68.79,2022-09-11,9,2022
3918,Etudiant,21,TIA Portal,1 fois par semaine,5,53.49,86.1,75.52,87.98,2022-09-25,9,2022
3919,Employé,18,EPLAN,1 fois par semaine,5,44.57,61.7,91.35,68.03,2020-06-12,6,2020
3920,Pris en charge par entreprise,41,Maintenance industrielle,1 fois par semaine,5,67.7,71.83,58.66,62.18,2023-08-07,8,2023
3921,Pris en charge par entreprise,21,SCADA,Weekend,5,22.68,69.37,88.43,75.72,2024-04-11,4,2024
3922,Etudiant,20,TIA Portal,1 fois par semaine,5,44.64,71.08,80.93,70.24,2021-04-09,4,2021
3923,Employé,49,Maintenance industrielle,Weekend,5,39.1,67.63,70.24,39.42,2024-04-29,4,2024
3924,Etudiant,26,TIA Portal,Weekend,5,28.47,84.72,98.01,95.94,2022-11-16,11,2022
3925,Pris en charge par entreprise,27,SCADA,Weekend,5,42.73,86.51,53.78,73.25,2023-03-04,3,2023
3926,Etudiant,21,TIA Portal,1 fois par semaine,5,60.37,65.94,72.88,79.38,2020-04-11,4,2020
3927,Employé,37,SolidWorks,Weekend,5,41.7,89.65,89.46,36.01,2025-10-18,10,2025
3928,Employé,47,EPLAN,1 fois par semaine,5,54.8,70.0,65.04,32.35,2024-03-15,3,2024
3929,Employé,26,EPLAN,1 fois par semaine,5,55.57,71.32,86.01,54.5,2025-10-07,10,2025
3930,Etudiant,30,TIA Portal,Weekend,5,55.23,93.15,81.38,41.21,2025-09-14,9,2025
3931,Pris en charge par entreprise,29,SCADA,Weekend,5,51.77,96.05,65.04,,2024-12-30,12,2024
3932,Etudiant,28,TIA Portal,Weekend,5,27.02,92.99,83.2,79.02,2025-06-16,6,2025
3933,Employé,29,SolidWorks,1 fois par semaine,5,33.11,43.23,73.46,85.05,2020-06-28,6,2020
3934,Etudiant,31,TIA Portal,1 fois par semaine,5,68.0,99.97,76.9,71.25,2023-04-29,4,2023
3935,Etudiant,19,TIA Portal,Weekend,5,50.14,86.89,30.77,88.28,2022-02-27,2,2022
3936,Employé,47,SolidWorks,Weekend,5,62.36,80.43,82.07,89.69,2023-08-05,8,2023
3937,Etudiant,29,TIA Portal,Continue,5,54.19,98.19,49.43,67.64,2025-10-05,10,2025
3938,Etudiant,22,TIA Portal,Weekend,5,22.32,92.7,98.54,80.23,2020-12-03,12,2020
3939,Etudiant,32,TIA Portal,Continue,5,67.77,87.67,86.81,88.32,2021-01-28,1,2021
3940,Etudiant,21,TIA Portal,Continue,5,23.86,93.54,84.13,72.18,2021-11-16,11,2021
3941,Employé,42,Maintenance industrielle,1 fois par semaine,5,76.59,75.42,83.98,86.17,2025-12-24,12,2025
3942,Pris en charge par entreprise,29,Maintenance industrielle,1 fois par semaine,5,32.92,87.38,74.88,71.99,2020-01-31,1,2020
3943,Etudiant,22,TIA Portal,Continue,5,50.74,67.62,41.5,67.94,2020-09-25,9,2020
3944,Etudiant,26,TIA Portal,Continue,5,23.82,99.52,76.88,75.88,2022-05-13,5,2022
3945,Etudiant,28,TIA Portal,Weekend,5,73.7,83.56,98.38,92.43,2022-05-23,5,2022
3946,Etudiant,26,TIA Portal,Continue,5,78.8,92.57,88.1,83.12,2024-10-03,10,2024
3947,Employé,47,EPLAN,Weekend,5,28.78,76.29,57.53,94.03,2021-03-01,3,2021
3948,Employé,35,SolidWorks,1 fois par semaine,5,37.75,90.34,66.88,54.81,2022-04-22,4,2022
3949,Etudiant,31,TIA Portal,Weekend,5,20.95,75.5,82.28,95.59,2024-11-17,11,2024
3950,Etudiant,32,TIA Portal,1 fois par semaine,5,67.22,83.6,96.06,65.38,2020-10-22,10,2020
3951,Etudiant,26,TIA Portal,Continue,5,38.69,91.13,96.02,74.5,2021-09-21,9,2021
3952,Pris en charge par entreprise,20,Maintenance industrielle,Continue,5,55.33,64.66,51.75,88.15,2020-04-07,4,2020
3953,Pris en charge par entreprise,37,SCADA,Continue,5,22.35,74.27,88.87,76.83,2025-02-23,2,2025
3954,Etudiant,18,TIA Portal,Weekend,5,62.93,81.8,85.11,,2023-09-20,9,2023
3955,Etudiant,31,TIA Portal,1 fois par semaine,5,51.76,73.36,92.52,35.33,2020-06-04,6,2020
3956,Pris en charge par entreprise,18,Maintenance industrielle,1 fois par semaine,5,63.5,72.37,74.87,93.54,2020-12-24,12,2020
3957,Pris en charge par entreprise,34,SCADA,1 fois par semaine,5,67.37,71.27,94.83,47.78,2020-10-27,10,2020
3958,Etudiant,26,TIA Portal,1 fois par semaine,5,25.35,69.11,94.73,82.49,2020-08-10,8,2020
3959,Etudiant,28,TIA Portal,1 fois par semaine,5,54.69,93.96,78.56,86.46,2021-12-30,12,2021
3960,Etudiant,25,TIA Portal,Weekend,5,59.0,96.95,66.96,82.73,2022-10-28,10,2022
3961,Employé,22,SolidWorks,1 fois par semaine,5,51.0,88.01,89.19,59.61,2020-10-15,10,2020
3962,Etudiant,22,TIA Portal,Continue,5,30.94,61.2,79.92,97.88,2022-07-21,7,2022
3963,Etudiant,26,TIA Portal,1 fois par semaine,5,67.74,91.45,80.0,77.54,2022-11-25,11,2022
3964,Employé,20,SolidWorks,Continue,5,79.85,81.28,69.82,73.38,2024-07-27,7,2024
3965,Etudiant,20,TIA Portal,,5,78.16,90.32,87.12,93.02,2024-05-08,5,2024
3966,Employé,40,Maintenance industrielle,,5,66.65,77.49,70.34,86.79,2025-01-21,1,2025
3967,Etudiant,26,TIA Portal,Continue,5,45.09,61.65,83.68,76.85,2024-07-14,7,2024
3968,Etudiant,23,TIA Portal,1 fois par semaine,5,40.24,87.27,88.03,90.12,2024-11-08,11,2024
3969,Employé,47,SolidWorks,Weekend,5,24.11,77.77,,52.55,2023-07-19,7,2023
3970,Etudiant,19,TIA Portal,Weekend,5,44.98,94.96,70.95,74.99,2020-03-10,3,2020
3971,Pris en charge par entreprise,33,SCADA,week-end,5,29.36,89.53,62.72,80.3,2024-05-14,5,2024
3972,Employé,18,SolidWorks,1 fois par semaine,5,35.26,,50.83,84.01,2021-04-29,4,2021
3973,Etudiant,19,TIA Portal,Continue,5,73.51,88.96,37.51,75.85,2025-12-30,12,2025
3974,Employé,31,EPLAN,Continue,5,78.11,79.81,73.76,59.72,2020-01-25,1,2020
3975,Etudiant,31,TIA Portal,1 fois par semaine,5,76.91,,95.96,67.99,2020-09-16,9,2020
3976,Pris en charge par entreprise,18,SCADA,Weekend,5,31.6,76.8,70.0,88.22,2020-07-05,7,2020
3977,Etudiant,27,TIA Portal,1 fois par semaine,5,74.05,68.9,86.55,75.23,2020-10-24,10,2020
3978,Employé,43,SolidWorks,1 fois par semaine,5,28.49,60.2,68.93,81.8,2024-01-05,1,2024
3979,Etudiant,26,TIA Portal,Continue,5,50.46,69.87,99.06,96.26,2025-08-21,8,2025
3980,Etudiant,32,TIA Portal,1 fois par semaine,5,58.62,68.38,51.12,99.94,2021-03-10,3,2021
3981,Pris en charge par entreprise,43,Maintenance industrielle,1 fois par semaine,5,47.75,60.17,50.16,51.24,2023-04-02,4,2023
3982,Pris en charge par entreprise,32,Maintenance industrielle,Weekend,5,77.11,,87.07,58.98,2023-05-19,5,2023
3983,Etudiant,29,TIA Portal,Weekend,5,39.99,63.08,67.13,73.3,2020-12-20,12,2020
3984,Etudiant,31,TIA Portal,Continue,5,51.64,77.96,79.91,90.57,2023-02-27,2,2023
3985,Pris en charge par entreprise,46,Maintenance industrielle,Weekend,5,24.53,76.72,78.1,39.76,2024-11-27,11,2024
3986,Pris en charge par entreprise,41,SCADA,1 fois par semaine,5,71.13,67.26,72.65,91.68,2024-04-11,4,2024
3987,Etudiant,32,TIA Portal,1 fois par semaine,5,44.8,98.67,93.53,39.86,2024-06-06,6,2024
3988,Etudiant,24,SolidWorks,1 fois par semaine,5,62.03,84.15,94.2,81.89,2020-05-06,5,2020
3989,Etudiant,32,TIA Portal,Continue,5,60.93,92.54,67.19,66.23,2025-04-25,4,2025
3990,Pris en charge par entreprise,36,Maintenance industrielle,Weekend,5,60.58,79.85,57.58,82.75,2021-10-02,10,2021
3991,Etudiant,25,TIA Portal,1 fois par semaine,5,50.42,88.91,71.43,82.9,2025-12-25,12,2025
3992,Etudiant,19,TIA Portal,Weekend,5,36.65,98.79,68.26,97.23,2022-06-19,6,2022
3993,Employé,19,Maintenance industrielle,Weekend,5,57.51,73.94,65.48,90.87,2021-07-12,7,2021
3994,Etudiant,28,TIA Portal,Weekend,5,77.71,80.17,98.07,65.21,2024-05-20,5,2024
3995,Etudiant,27,SolidWorks,Weekend,5,70.04,80.58,70.89,51.11,2023-04-23,4,2023
3996,Etudiant,20,TIA Portal,Continue,5,26.53,99.68,96.8,83.14,2021-08-13,8,2021
3997,Etudiant,24,TIA Portal,Continue,5,21.39,69.32,67.62,68.86,2023-05-05,5,2023
3998,Etudiant,18,TIA Portal,Continue,5,49.94,87.01,78.42,,2024-03-08,3,2024
3999,Employé,25,SolidWorks,1 fois par semaine,5,66.55,65.53,81.18,89.04,2020-02-15,2,2020
4000,Etudiant,29,TIA Portal,1 fois par semaine,5,38.83,97.08,77.83,66.51,2021-08-02,8,2021
4001,Employé,40,SolidWorks,1 fois par semaine,5,62.07,83.62,93.84,50.77,2021-05-19,5,2021
4002,Pris en charge par entreprise,21,Maintenance industrielle,Continue,5,75.92,94.38,42.45,66.59,2020-06-20,6,2020
4003,Employé,31,Maintenance industrielle,Weekend,5,47.54,95.81,48.33,81.01,2020-01-21,1,2020
4004,Etudiant,32,TIA Portal,Continue,5,34.65,82.28,99.32,98.8,2024-06-02,6,2024
4005,Etudiant,22,TIA Portal,1 fois par semaine,5,75.07,87.28,70.63,71.34,2020-12-14,12,2020
4006,Etudiant,27,TIA Portal,1 fois par semaine,5,48.34,87.95,84.79,87.31,2023-06-02,6,2023
4007,Etudiant,30,TIA Portal,Weekend,5,44.47,78.42,90.88,71.34,2022-05-10,5,2022
4008,Etudiant,18,TIA Portal,Continue,5,41.2,77.39,40.64,87.36,2023-11-09,11,2023
4009,Employé,21,EPLAN,Weekend,5,45.38,67.45,88.12,74.3,2022-05-17,5,2022
4010,Etudiant,32,TIA Portal,Continue,5,60.42,75.36,79.5,99.2,2024-08-17,8,2024
4011,Etudiant,18,TIA Portal,1 fois par semaine,5,46.02,99.63,85.37,95.34,2025-09-30,9,2025
4012,Etudiant,18,TIA Portal,Weekend,5,39.45,70.79,98.37,88.64,2021-08-06,8,2021
4013,Employé,43,EPLAN,Weekend,5,64.62,90.5,74.7,50.16,2021-10-21,10,2021
4014,Etudiant,18,TIA Portal,Continue,5,32.18,62.37,35.37,72.03,2022-01-23,1,2022
4015,Employé,24,EPLAN,Continue,5,32.12,78.7,58.37,61.46,2022-06-23,6,2022
4016,Etudiant,24,TIA Portal,continu,5,61.79,62.34,75.67,77.6,2022-11-01,11,2022
4017,Pris en charge par entreprise,49,Maintenance industrielle,1 fois par semaine,5,72.0,79.03,68.92,54.45,2022-03-06,3,2022
4018,Pris en charge par entreprise,49,Maintenance industrielle,Continue,5,34.47,61.1,51.91,80.33,2021-04-14,4,2021
4019,Etudiant,21,TIA Portal,,5,31.47,84.53,83.81,80.55,2022-01-12,1,2022
4020,Etudiant,32,TIA Portal,Continue,5,60.22,83.46,87.21,93.97,2020-08-10,8,2020
4021,Etudiant,30,TIA Portal,Continue,5,57.25,91.91,79.97,87.44,2025-03-04,3,2025
4022,Etudiant,29,TIA Portal,1 fois par semaine,5,46.84,83.33,98.38,94.39,2020-10-26,10,2020
4023,Employé,19,EPLAN,Continue,5,25.75,97.04,69.17,79.01,2023-04-05,4,2023
4024,Pris en charge par entreprise,45,Maintenance industrielle,1 fois par semaine,5,25.51,91.32,57.97,75.22,2020-10-02,10,2020
4025,Employé,36,EPLAN,1/sem,5,66.64,65.31,35.0,73.32,2022-10-23,10,2022
4026,Pris en charge par entreprise,41,Maintenance industrielle,Continue,5,47.11,70.62,30.29,68.33,2021-02-06,2,2021
4027,Etudiant,30,TIA Portal,Continue,5,71.48,61.05,99.96,,2022-03-19,3,2022
4028,Etudiant,25,TIA Portal,Weekend,5,54.48,75.45,66.48,85.54,2025-06-18,6,2025
4029,Employé,28,EPLAN,Continue,5,57.12,80.38,62.36,51.46,2023-09-17,9,2023
4030,Etudiant,28,TIA Portal,Weekend,5,76.05,97.84,93.73,74.65,2024-01-02,1,2024
4031,Employé,39,EPLAN,Continue,5,29.88,80.89,85.84,62.97,2021-06-09,6,2021
4032,Etudiant,32,TIA Portal,1 fois par semaine,5,52.58,91.24,71.8,99.09,2022-08-18,8,2022
4033,Etudiant,27,TIA Portal,1 fois par semaine,5,23.49,70.72,77.66,49.46,2021-02-13,2,2021
4034,Pris en charge par entreprise,26,SCADA,Weekend,5,41.54,66.13,77.45,75.22,2023-03-13,3,2023
4035,Etudiant,28,TIA Portal,Continue,5,28.89,92.43,97.01,52.86,2020-10-12,10,2020
4036,Pris en charge par entreprise,45,SCADA,Weekend,5,31.27,69.9,68.17,88.81,2022-03-03,3,2022
4037,Pris en charge par entreprise,26,SCADA,Continue,5,76.09,94.85,58.15,74.49,2023-07-25,7,2023
4038,Employé,37,Maintenance industrielle,Continue,5,56.64,66.79,92.77,78.14,2025-06-13,6,2025
4039,Employé,49,EPLAN,1 fois par semaine,5,73.53,94.06,86.76,79.41,2025-01-19,1,2025
4040,Employé,45,SolidWorks,,5,46.61,90.91,87.77,92.5,2023-09-06,9,2023
4041,Pris en charge par entreprise,18,Maintenance industrielle,1 fois par semaine,5,55.86,84.45,62.28,,2023-06-06,6,2023
4042,Etudiant,18,TIA Portal,1 fois par semaine,5,21.93,94.01,81.94,89.57,2021-09-16,9,2021
4043,Etudiant,32,SolidWorks,1 fois par semaine,5,48.17,73.23,60.22,50.18,2024-02-01,2,2024
4044,Employé,29,SolidWorks,Weekend,5,53.84,66.64,65.43,46.56,2023-07-19,7,2023
4045,Etudiant,27,TIA Portal,Continue,5,21.01,66.28,89.32,79.05,2024-10-20,10,2024
4046,Etudiant,32,TIA Portal,Continue,5,67.37,70.81,71.74,77.46,2021-11-21,11,2021
4047,Etudiant,22,TIA Portal,Weekend,5,37.73,77.85,70.94,68.72,2020-01-20,1,2020
4048,Employé,47,SolidWorks,Continue,5,47.15,95.04,90.8,94.89,2023-07-06,7,2023
4049,Pris en charge par entreprise,46,Maintenance industrielle,Weekend,5,52.14,63.58,57.39,52.45,2022-10-05,10,2022
4050,Etudiant,19,TIA Portal,Weekend,5,79.53,96.61,76.54,81.16,2022-06-26,6,2022
4051,Pris en charge par entreprise,32,SCADA,Continue,5,25.95,97.02,59.22,63.56,2024-11-21,11,2024
4052,Employé,23,EPLAN,1 fois par semaine,5,53.32,89.09,59.04,84.84,2023-02-07,2,2023
4053,Pris en charge par entreprise,24,Maintenance industrielle,Weekend,5,51.84,96.01,82.07,78.57,2024-01-12,1,2024
4054,Employé,34,SolidWorks,Weekend,5,24.13,90.8,67.42,52.72,2021-07-04,7,2021
4055,Employé,23,Maintenance industrielle,continu,5,58.04,81.13,93.63,57.81,2023-09-20,9,2023
4056,Etudiant,25,TIA Portal,Weekend,5,37.21,84.03,72.81,83.4,2025-05-19,5,2025
4057,Pris en charge par entreprise,29,Maintenance industrielle,Continue,5,26.23,85.13,54.11,38.88,2025-03-10,3,2025
4058,Etudiant,22,TIA Portal,Continue,5,30.72,65.08,85.36,83.27,2024-12-29,12,2024
4059,Pris en charge par entreprise,31,Maintenance industrielle,Weekend,5,69.42,67.72,64.89,74.41,2024-01-09,1,2024
4060,Pris en charge par entreprise,29,SCADA,1 fois par semaine,5,26.25,80.93,93.15,59.27,2023-06-05,6,2023
4061,Etudiant,24,TIA Portal,Continue,5,48.02,64.61,87.92,66.52,2025-06-17,6,2025
4062,Etudiant,27,TIA Portal,1 fois par semaine,5,31.72,98.6,67.32,84.31,2021-03-21,3,2021
4063,Employé,39,Maintenance industrielle,1 fois par semaine,5,29.74,80.29,,51.01,2021-12-20,12,2021
4064,Etudiant,21,TIA Portal,Weekend,5,32.34,75.2,71.0,84.77,2020-12-01,12,2020
4065,Pris en charge par entreprise,32,Maintenance industrielle,Continue,5,49.57,66.3,81.65,59.11,2023-02-23,2,2023
4066,Etudiant,32,TIA Portal,Weekend,5,34.27,76.66,88.39,39.98,2021-07-27,7,2021
4067,Etudiant,24,TIA Portal,Weekend,5,25.8,72.1,,79.42,2022-03-15,3,2022
4068,Pris en charge par entreprise,43,SCADA,1 fois par semaine,5,68.08,63.52,79.42,94.78,2022-12-14,12,2022
4069,Employé,26,EPLAN,1 fois par semaine,5,52.39,98.68,44.03,50.19,2020-11-09,11,2020
4070,Pris en charge par entreprise,27,Maintenance industrielle,1 fois par semaine,5,29.41,,89.84,52.99,2020-11-04,11,2020
4071,Etudiant,27,TIA Portal,Weekend,5,48.29,87.62,40.91,74.86,2020-03-17,3,2020
4072,Employé,33,EPLAN,Weekend,5,24.1,63.65,67.19,54.12,2025-09-08,9,2025
4073,Employé,46,SolidWorks,Weekend,5,54.83,96.53,54.19,82.7,2020-05-07,5,2020
4074,Employé,24,SolidWorks,Weekend,5,40.42,83.63,92.49,77.48,2024-07-17,7,2024
4075,Employé,45,EPLAN,Weekend,5,26.21,86.27,82.21,84.29,2022-05-21,5,2022
4076,Employé,47,SolidWorks,Weekend,5,31.02,91.27,61.83,52.04,2020-05-30,5,2020
4077,Etudiant,22,TIA Portal,Weekend,5,40.74,,65.07,77.27,2022-12-03,12,2022
4078,Etudiant,24,TIA Portal,Weekend,5,68.38,62.84,73.45,67.18,2025-04-17,4,2025
4079,Employé,20,Maintenance industrielle,Continue,5,30.43,,58.08,55.6,2021-08-31,8,2021
4080,Etudiant,19,TIA Portal,Continue,5,26.58,70.48,97.02,69.91,2024-02-07,2,2024
4081,Employé,28,EPLAN,Continue,5,50.96,79.47,74.19,76.69,2024-05-26,5,2024
4082,Etudiant,32,TIA Portal,Continue,5,53.52,76.17,84.02,68.47,2022-07-03,7,2022
4083,Employé,38,SolidWorks,Weekend,5,25.41,93.06,64.35,52.31,2023-04-06,4,2023
4084,Employé,37,EPLAN,Weekend,5,37.07,69.88,67.81,58.49,2021-07-02,7,2021
4085,Etudiant,22,TIA Portal,1 fois par semaine,5,35.77,68.05,84.66,89.25,2025-03-18,3,2025
4086,Etudiant,25,TIA Portal,1 fois par semaine,5,31.17,98.32,83.62,43.29,2025-08-14,8,2025
4087,Etudiant,29,TIA Portal,Continue,5,38.94,97.98,78.56,94.46,2025-09-21,9,2025
4088,Employé,21,SolidWorks,1 fois par semaine,5,22.23,99.74,59.87,83.04,2021-01-05,1,2021
4089,Pris en charge par entreprise,32,Maintenance industrielle,Continue,5,59.09,82.74,84.09,68.86,2024-06-13,6,2024
4090,Etudiant,26,TIA Portal,Weekend,5,79.31,64.53,75.41,81.47,2024-01-30,1,2024
4091,Employé,24,EPLAN,Weekend,5,58.04,95.21,54.19,52.07,2025-08-18,8,2025
4092,Etudiant,27,TIA Portal,1 fois par semaine,5,41.66,65.8,68.91,71.55,2020-02-13,2,2020
4093,Etudiant,30,SolidWorks,Weekend,5,60.07,66.22,72.69,88.21,2022-09-05,9,2022
4094,Pris en charge par entreprise,45,SCADA,Weekend,5,54.29,67.74,60.6,92.08,2021-11-10,11,2021
4095,Etudiant,24,TIA Portal,Continue,5,70.81,86.14,98.42,98.56,2025-10-06,10,2025
4096,Etudiant,32,SolidWorks,1 fois par semaine,5,57.31,64.29,87.69,,2021-07-28,7,2021
4097,Etudiant,30,TIA Portal,Weekend,5,58.04,91.13,67.54,84.91,2025-01-01,1,2025
4098,Etudiant,30,TIA Portal,1 fois par semaine,5,33.3,62.33,84.55,94.75,2021-10-14,10,2021
4099,Etudiant,25,TIA Portal,Weekend,5,44.94,64.42,99.86,82.79,2022-01-03,1,2022
4100,Etudiant,29,TIA Portal,Continue,5,40.66,77.38,77.08,71.51,2021-08-21,8,2021
4101,Employé,39,EPLAN,Weekend,5,20.69,75.17,50.22,72.91,2025-06-03,6,2025
4102,Etudiant,25,TIA Portal,1 fois par semaine,5,38.8,99.59,84.44,93.87,2024-01-09,1,2024
4103,Employé,36,SolidWorks,1 fois par semaine,5,49.16,98.67,72.71,91.24,2020-06-14,6,2020
4104,Etudiant,27,TIA Portal,Continue,5,55.99,67.59,86.98,94.41,2022-06-15,6,2022
4105,Etudiant,27,TIA Portal,Weekend,5,76.07,97.87,70.19,94.94,2025-06-20,6,2025
4106,Employé,47,EPLAN,Continue,5,34.35,87.69,39.52,47.82,2022-08-07,8,2022
4107,Pris en charge par entreprise,18,SCADA,1 fois par semaine,5,29.15,76.35,58.54,52.38,2020-09-14,9,2020
4108,Etudiant,23,TIA Portal,Continue,5,72.17,89.59,66.13,81.19,2022-12-18,12,2022
4109,Pris en charge par entreprise,34,Maintenance industrielle,Weekend,5,76.51,96.01,64.11,79.93,2024-02-22,2,2024
4110,Employé,42,SolidWorks,Weekend,5,49.28,67.21,87.78,66.22,2022-08-16,8,2022
4111,Employé,47,SolidWorks,Continue,5,26.91,67.84,69.21,94.19,2020-06-24,6,2020
4112,Employé,35,SolidWorks,1 fois par semaine,5,49.12,76.35,85.28,90.37,2022-04-26,4,2022
4113,Etudiant,28,TIA Portal,1 fois par semaine,5,26.57,66.77,80.36,73.19,2025-10-22,10,2025
4114,Etudiant,19,TIA Portal,Continue,5,72.99,74.42,79.42,90.06,2024-01-19,1,2024
4115,Employé,24,SolidWorks,Weekend,5,62.49,85.83,54.92,62.17,2024-05-08,5,2024
4116,Etudiant,19,TIA Portal,Weekend,5,34.47,92.51,66.63,80.13,2025-04-07,4,2025
4117,Pris en charge par entreprise,43,SCADA,1/sem,5,73.2,72.08,87.24,51.11,2025-02-05,2,2025
4118,Etudiant,25,TIA Portal,Weekend,5,58.27,71.27,88.64,97.64,2020-07-09,7,2020
4119,Etudiant,23,TIA Portal,1 fois par semaine,5,77.2,91.19,73.29,89.28,2020-06-12,6,2020
4120,Employé,47,EPLAN,Weekend,5,78.83,75.24,93.88,93.3,2023-08-20,8,2023
4121,Etudiant,24,TIA Portal,Continue,5,20.2,92.74,73.22,,2021-02-26,2,2021
4122,Employé,40,SolidWorks,Continue,5,27.21,99.74,,81.59,2025-11-05,11,2025
4123,Employé,49,EPLAN,Continue,5,52.82,99.19,82.66,80.34,2023-01-25,1,2023
4124,Pris en charge par entreprise,39,SCADA,Continue,5,77.35,86.51,65.12,57.64,2022-12-14,12,2022
4125,Employé,27,Maintenance industrielle,Weekend,5,79.65,75.01,76.13,,2021-12-13,12,2021
4126,Employé,28,EPLAN,1 fois par semaine,5,54.04,62.62,82.8,69.86,2024-03-22,3,2024
4127,Employé,42,EPLAN,Weekend,5,30.43,89.52,48.77,63.21,2024-03-30,3,2024
4128,Pris en charge par entreprise,30,SCADA,1 fois par semaine,5,29.78,99.12,59.52,61.96,2024-02-05,2,2024
4129,Etudiant,26,TIA Portal,Weekend,5,65.83,62.72,68.32,77.14,2020-11-14,11,2020
4130,Etudiant,32,TIA Portal,1 fois par semaine,5,55.52,60.25,47.59,71.52,2025-10-17,10,2025
4131,Etudiant,24,TIA Portal,Continue,5,52.93,93.27,91.14,76.39,2022-10-27,10,2022
4132,Etudiant,26,TIA Portal,Continue,5,47.95,,88.39,50.35,2024-03-21,3,2024
4133,Employé,30,EPLAN,1 fois par semaine,5,63.51,63.26,76.15,93.14,2022-07-01,7,2022
4134,Employé,43,EPLAN,1 fois par semaine,5,71.48,96.41,50.96,,2025-10-16,10,2025
4135,Employé,20,SolidWorks,1 fois par semaine,5,38.18,63.18,93.15,88.8,2024-07-20,7,2024
4136,Etudiant,20,TIA Portal,Continue,5,33.26,64.56,70.88,49.26,2023-12-16,12,2023
4137,Employé,18,EPLAN,Continue,5,60.21,82.78,57.76,77.06,2023-11-14,11,2023
4138,Etudiant,22,TIA Portal,Weekend,5,74.88,90.27,32.06,76.1,2025-06-17,6,2025
4139,Employé,49,EPLAN,1 fois par semaine,5,40.89,75.98,74.28,81.09,2025-05-28,5,2025
4140,Employé,48,SolidWorks,1 fois par semaine,5,36.35,76.82,68.96,88.43,2020-01-28,1,2020
4141,Etudiant,21,TIA Portal,1 fois par semaine,5,33.57,,92.0,67.26,2025-08-17,8,2025
4142,Etudiant,19,TIA Portal,Continue,5,35.27,80.22,86.74,51.69,2021-07-23,7,2021
4143,Etudiant,26,TIA Portal,1 fois par semaine,5,28.1,60.75,84.51,98.49,2024-12-06,12,2024
4144,Pris en charge par entreprise,20,Maintenance industrielle,1 fois par semaine,5,55.81,64.54,36.41,68.2,2021-11-09,11,2021
4145,Pris en charge par entreprise,32,SCADA,Continue,5,36.85,83.26,63.12,60.55,2022-07-31,7,2022
4146,Employé,41,EPLAN,1 fois par semaine,5,56.9,91.75,73.96,55.14,2020-11-11,11,2020
4147,Etudiant,23,TIA Portal,Weekend,5,24.98,46.91,84.22,65.05,2025-10-08,10,2025
